username,full_text,Full Text,Case Folding,Text Cleaning,Tokenizing,Normalization,Stemming,Text Filtering,polarity_score,sentimen
hamdalah47,@Mdy_Asmara1701 Terus apa perlunya pemilu kalo para capresnya minta dukungan ke rakyatnya. Situ pengin jadi presiden ya situ aja yg milih. ga usah bawa2 atas nama warga negara yg baik supaya jangan golput,@Mdy_Asmara1701 Terus apa perlunya pemilu kalo para capresnya minta dukungan ke rakyatnya. Situ pengin jadi presiden ya situ aja yg milih. ga usah bawa2 atas nama warga negara yg baik supaya jangan golput,@mdy_asmara1701 terus apa perlunya pemilu kalo para capresnya minta dukungan ke rakyatnya. situ pengin jadi presiden ya situ aja yg milih. ga usah bawa2 atas nama warga negara yg baik supaya jangan golput,terus apa perlunya pemilu kalo para capresnya minta dukungan ke rakyatnya situ pengin jadi presiden ya situ aja yg milih ga usah bawa atas nama warga negara yg baik supaya jangan golput,"['terus', 'apa', 'perlunya', 'pemilu', 'kalo', 'para', 'capresnya', 'minta', 'dukungan', 'ke', 'rakyatnya', 'situ', 'pengin', 'jadi', 'presiden', 'ya', 'situ', 'aja', 'yg', 'milih', 'ga', 'usah', 'bawa', 'atas', 'nama', 'warga', 'negara', 'yg', 'baik', 'supaya', 'jangan', 'golput']","['terus', 'apa', 'perlunya', 'pemilu', 'kalo', 'para', 'capresnya', 'meminta', 'dukungan', 'ke', 'rakyatnya', 'situ', 'pengin', 'jadi', 'presiden', 'iya', 'situ', 'saja', 'yang', 'memilih', 'tidak', 'usah', 'bawa', 'atas', 'nama', 'warga', 'negara', 'yang', 'baik', 'supaya', 'jangan', 'golput']","['terus', 'apa', 'perlu', 'milu', 'kalo', 'para', 'capresnya', 'minta', 'dukung', 'ke', 'rakyat', 'situ', 'pengin', 'jadi', 'presiden', 'iya', 'situ', 'saja', 'yang', 'pilih', 'tidak', 'usah', 'bawa', 'atas', 'nama', 'warga', 'negara', 'yang', 'baik', 'supaya', 'jangan', 'golput']","['terus', 'perlu', 'pemilu', 'kalo', 'capresnya', 'minta', 'dukung', 'rakyat', 'situ', 'pengin', 'presiden', 'situ', 'pilih', 'tidak', 'usah', 'bawa', 'atas', 'nama', 'warga', 'negara', 'baik', 'jangan', 'golput']",-2.2,negatif
sokyul0ver,Di rumah gw yg pada nyoblos tetep rahasiain pilihannya sampe hari H beres nyoblos baru tau kalo 2/4 pilih pilihan yg sama dan sisanya golput ,Di rumah gw yg pada nyoblos tetep rahasiain pilihannya sampe hari H beres nyoblos baru tau kalo 2/4 pilih pilihan yg sama dan sisanya golput ,di rumah gw yg pada nyoblos tetep rahasiain pilihannya sampe hari h beres nyoblos baru tau kalo 2/4 pilih pilihan yg sama dan sisanya golput ,di rumah gw yg pada nyoblos tetep rahasiain pilihannya sampe hari h beres nyoblos baru tau kalo pilih pilihan yg sama dan sisanya golput,"['di', 'rumah', 'gw', 'yg', 'pada', 'nyoblos', 'tetep', 'rahasiain', 'pilihannya', 'sampe', 'hari', 'h', 'beres', 'nyoblos', 'baru', 'tau', 'kalo', 'pilih', 'pilihan', 'yg', 'sama', 'dan', 'sisanya', 'golput']","['di', 'rumah', 'saya', 'yang', 'pada', 'nyoblos', 'tetap', 'rahasiain', 'pilihannya', 'sampai', 'hari', 'h', 'beres', 'nyoblos', 'baru', 'tau', 'kalo', 'pilih', 'pilihan', 'yang', 'sama', 'dan', 'sisanya', 'golput']","['di', 'rumah', 'saya', 'yang', 'pada', 'nyoblos', 'tetap', 'rahasiain', 'pilih', 'sampai', 'hari', 'h', 'beres', 'nyoblos', 'baru', 'tau', 'kalo', 'pilih', 'pilih', 'yang', 'sama', 'dan', 'sisa', 'golput']","['rumah', 'nyoblos', 'tetap', 'rahasiain', 'pilih', 'hari', 'h', 'beres', 'nyoblos', 'baru', 'tau', 'kalo', 'pilih', 'pilih', 'sisa', 'golput']",-3.0,negatif
mangtoha17,@_Marlboro1 @RaniKancana Mungkinkah sisa DPT yg 58jt lebih itu golput?,@_Marlboro1 @RaniKancana Mungkinkah sisa DPT yg 58jt lebih itu golput?,@_marlboro1 @ranikancana mungkinkah sisa dpt yg 58jt lebih itu golput?,mungkinkah sisa dpt yg jt lebih itu golput,"['mungkinkah', 'sisa', 'dpt', 'yg', 'jt', 'lebih', 'itu', 'golput']","['mungkinkah', 'sisa', 'dapat', 'yang', 'juta', 'lebih', 'itu', 'golput']","['mungkin', 'sisa', 'dapat', 'yang', 'juta', 'lebih', 'itu', 'golput']","['mungkin', 'sisa', 'juta', 'golput']",0.0,netral
mommynyamiko,@convomfs kalau aku masih suka ngomel ke paksu kenapa dia mesti golput padahal jauh2 dari poris ke tebet buat nyoblossss Buang2 waktu ajaaa Alasan doi golput supaya hak suara dia ga disalah gunakan Mbuh lahhhh,@convomfs kalau aku masih suka ngomel ke paksu kenapa dia mesti golput padahal jauh2 dari poris ke tebet buat nyoblossss Buang2 waktu ajaaa Alasan doi golput supaya hak suara dia ga disalah gunakan Mbuh lahhhh,@convomfs kalau aku masih suka ngomel ke paksu kenapa dia mesti golput padahal jauh2 dari poris ke tebet buat nyoblossss buang2 waktu ajaaa alasan doi golput supaya hak suara dia ga disalah gunakan mbuh lahhhh,kalau aku masih suka ngomel ke paksu kenapa dia mesti golput padahal jauh dari poris ke tebet buat nyoblossss buang waktu ajaaa alasan doi golput supaya hak suara dia ga disalah gunakan mbuh lahhhh,"['kalau', 'aku', 'masih', 'suka', 'ngomel', 'ke', 'paksu', 'kenapa', 'dia', 'mesti', 'golput', 'padahal', 'jauh', 'dari', 'poris', 'ke', 'tebet', 'buat', 'nyoblossss', 'buang', 'waktu', 'ajaaa', 'alasan', 'doi', 'golput', 'supaya', 'hak', 'suara', 'dia', 'ga', 'disalah', 'gunakan', 'mbuh', 'lahhhh']","['kalau', 'saya', 'masih', 'suka', 'ngomel', 'ke', 'paksu', 'kenapa', 'dia', 'mesti', 'golput', 'padahal', 'jauh', 'dari', 'poris', 'ke', 'tebet', 'buat', 'nyoblossss', 'buang', 'waktu', 'saja', 'alasan', 'doi', 'golput', 'supaya', 'hak', 'suara', 'dia', 'tidak', 'disalah', 'gunakan', 'embuh', 'lahhhh']","['kalau', 'saya', 'masih', 'suka', 'ngomel', 'ke', 'paksu', 'kenapa', 'dia', 'mesti', 'golput', 'padahal', 'jauh', 'dari', 'poris', 'ke', 'tebet', 'buat', 'nyoblossss', 'buang', 'waktu', 'saja', 'alas', 'doi', 'golput', 'supaya', 'hak', 'suara', 'dia', 'tidak', 'salah', 'guna', 'embuh', 'lahhhh']","['kalau', 'suka', 'ngomel', 'paksu', 'mesti', 'golput', 'padahal', 'jauh', 'poris', 'tebet', 'buat', 'nyoblossss', 'buang', 'waktu', 'alas', 'doi', 'golput', 'hak', 'suara', 'tidak', 'salah', 'embuh', 'lahhhh']",-1.2,negatif
anthonysimo2,@tvOneNews jika putaran 2 pasangan #GanjarMahfud tidak di ikutkan saya GOLPUT,@tvOneNews jika putaran 2 pasangan #GanjarMahfud tidak di ikutkan saya GOLPUT,@tvonenews jika putaran 2 pasangan #ganjarmahfud tidak di ikutkan saya golput,jika putaran pasangan ganjarmahfud tidak di ikutkan saya golput,"['jika', 'putaran', 'pasangan', 'ganjarmahfud', 'tidak', 'di', 'ikutkan', 'saya', 'golput']","['jika', 'putaran', 'pasangan', 'ganjarmahfud', 'tidak', 'di', 'ikutkan', 'saya', 'golput']","['jika', 'putar', 'pasang', 'ganjarmahfud', 'tidak', 'di', 'ikut', 'saya', 'golput']","['putar', 'pasang', 'ganjarmahfud', 'tidak', 'ikut', 'golput']",0.8,positif
ghfrrrr_,@tubirfess kayaknya dibanding 2024 2019 itu banyak kaum golput malah ada gerakan golput secara terang-terangan saat itu. tahun ini masyarakat mulai belajar dan menggunakan hak pilih cukup maksimal. jadi yang lu maksud anda itu kurang tepat untuk mewakili yang lu sebut eks ,@tubirfess kayaknya dibanding 2024 2019 itu banyak kaum golput malah ada gerakan golput secara terang-terangan saat itu. tahun ini masyarakat mulai belajar dan menggunakan hak pilih cukup maksimal. jadi yang lu maksud anda itu kurang tepat untuk mewakili yang lu sebut eks ,@tubirfess kayaknya dibanding 2024 2019 itu banyak kaum golput malah ada gerakan golput secara terang-terangan saat itu. tahun ini masyarakat mulai belajar dan menggunakan hak pilih cukup maksimal. jadi yang lu maksud anda itu kurang tepat untuk mewakili yang lu sebut eks ,kayaknya dibanding itu banyak kaum golput malah ada gerakan golput secara terangterangan saat itu tahun ini masyarakat mulai belajar dan menggunakan hak pilih cukup maksimal jadi yang lu maksud anda itu kurang tepat untuk mewakili yang lu sebut eks,"['kayaknya', 'dibanding', 'itu', 'banyak', 'kaum', 'golput', 'malah', 'ada', 'gerakan', 'golput', 'secara', 'terangterangan', 'saat', 'itu', 'tahun', 'ini', 'masyarakat', 'mulai', 'belajar', 'dan', 'menggunakan', 'hak', 'pilih', 'cukup', 'maksimal', 'jadi', 'yang', 'lu', 'maksud', 'anda', 'itu', 'kurang', 'tepat', 'untuk', 'mewakili', 'yang', 'lu', 'sebut', 'eks']","['kayaknya', 'dibanding', 'itu', 'banyak', 'kaum', 'golput', 'malah', 'ada', 'gerakan', 'golput', 'secara', 'terangterangan', 'saat', 'itu', 'tahun', 'ini', 'masyarakat', 'mulai', 'belajar', 'dan', 'menggunakan', 'hak', 'pilih', 'cukup', 'maksimal', 'jadi', 'yang', 'lu', 'maksud', 'anda', 'itu', 'kurang', 'tepat', 'untuk', 'mewakili', 'yang', 'lu', 'sebut', 'eks']","['kayak', 'banding', 'itu', 'banyak', 'kaum', 'golput', 'malah', 'ada', 'gera', 'golput', 'cara', 'terangterangan', 'saat', 'itu', 'tahun', 'ini', 'masyarakat', 'mulai', 'ajar', 'dan', 'guna', 'hak', 'pilih', 'cukup', 'maksimal', 'jadi', 'yang', 'lu', 'maksud', 'anda', 'itu', 'kurang', 'tepat', 'untuk', 'wakil', 'yang', 'lu', 'sebut', 'eks']","['kayak', 'banding', 'banyak', 'kaum', 'golput', 'malah', 'gera', 'golput', 'cara', 'terangterangan', 'tahun', 'masyarakat', 'mulai', 'ajar', 'hak', 'pilih', 'cukup', 'maksimal', 'maksud', 'kurang', 'tepat', 'wakil', 'sebut', 'eks']",1.0,positif
aalaium,Sorry pilpres yg dulu gue pilih golput HAHAHAH,Sorry pilpres yg dulu gue pilih golput HAHAHAH,sorry pilpres yg dulu gue pilih golput hahahah,sorry pilpres yg dulu gue pilih golput hahahah,"['sorry', 'pilpres', 'yg', 'dulu', 'gue', 'pilih', 'golput', 'hahahah']","['sorry', 'pilpres', 'yang', 'dulu', 'saya', 'pilih', 'golput', 'hahahah']","['sorry', 'pilpres', 'yang', 'dulu', 'saya', 'pilih', 'golput', 'hahahah']","['sorry', 'pilpres', 'dulu', 'pilih', 'golput', 'hahahah']",0.0,netral
mangnpasiendut,Bacot bener. Lu pemilu aja golput dan BANGGA KALO GOLPUT. Trs skrg malah berpihak ke genap kek apalah dia ni apalah. Bacot lu bacooooooooooooooooot. Org golput gak diajak beropini tot.,Bacot bener. Lu pemilu aja golput dan BANGGA KALO GOLPUT. Trs skrg malah berpihak ke genap kek apalah dia ni apalah. Bacot lu bacooooooooooooooooot. Org golput gak diajak beropini tot.,bacot bener. lu pemilu aja golput dan bangga kalo golput. trs skrg malah berpihak ke genap kek apalah dia ni apalah. bacot lu bacooooooooooooooooot. org golput gak diajak beropini tot.,bacot bener lu pemilu aja golput dan bangga kalo golput trs skrg malah berpihak ke genap kek apalah dia ni apalah bacot lu bacooooooooooooooooot org golput gak diajak beropini tot,"['bacot', 'bener', 'lu', 'pemilu', 'aja', 'golput', 'dan', 'bangga', 'kalo', 'golput', 'trs', 'skrg', 'malah', 'berpihak', 'ke', 'genap', 'kek', 'apalah', 'dia', 'ni', 'apalah', 'bacot', 'lu', 'bacooooooooooooooooot', 'org', 'golput', 'gak', 'diajak', 'beropini', 'tot']","['bacot', 'benar', 'lu', 'pemilu', 'saja', 'golput', 'dan', 'bangga', 'kalo', 'golput', 'terus', 'sekarang', 'malah', 'berpihak', 'ke', 'genap', 'kayak', 'apalah', 'dia', 'nih', 'apalah', 'bacot', 'lu', 'bacooooooooooooooooot', 'orang', 'golput', 'enggak', 'diajak', 'beropini', 'entot']","['bacot', 'benar', 'lu', 'milu', 'saja', 'golput', 'dan', 'bangga', 'kalo', 'golput', 'terus', 'sekarang', 'malah', 'pihak', 'ke', 'genap', 'kayak', 'apa', 'dia', 'nih', 'apa', 'bacot', 'lu', 'bacooooooooooooooooot', 'orang', 'golput', 'enggak', 'ajak', 'opini', 'entot']","['bacot', 'benar', 'pemilu', 'golput', 'bangga', 'kalo', 'golput', 'terus', 'sekarang', 'malah', 'pihak', 'genap', 'kayak', 'nih', 'bacot', 'bacooooooooooooooooot', 'orang', 'golput', 'enggak', 'ajak', 'opini', 'entot']",5.0,positif
Jeje_matsuya,@Simbok_Dharmi @PDI_Perjuangan Kl PDIP masuk koalisi pemilu mendatang saya golput saja......percuma pemilu kl di ujungnya bersatu jg......️,@Simbok_Dharmi @PDI_Perjuangan Kl PDIP masuk koalisi pemilu mendatang saya golput saja......percuma pemilu kl di ujungnya bersatu jg......️,@simbok_dharmi @pdi_perjuangan kl pdip masuk koalisi pemilu mendatang saya golput saja......percuma pemilu kl di ujungnya bersatu jg......️,kl pdip masuk koalisi pemilu mendatang saya golput sajapercuma pemilu kl di ujungnya bersatu jg,"['kl', 'pdip', 'masuk', 'koalisi', 'pemilu', 'mendatang', 'saya', 'golput', 'sajapercuma', 'pemilu', 'kl', 'di', 'ujungnya', 'bersatu', 'jg']","['kalau', 'pdip', 'masuk', 'koalisi', 'pemilu', 'mendatang', 'saya', 'golput', 'sajapercuma', 'pemilu', 'kalau', 'di', 'ujungnya', 'bersatu', 'juga']","['kalau', 'pdip', 'masuk', 'koalisi', 'milu', 'datang', 'saya', 'golput', 'sajapercuma', 'milu', 'kalau', 'di', 'ujung', 'satu', 'juga']","['kalau', 'pdip', 'masuk', 'koalisi', 'pemilu', 'datang', 'golput', 'sajapercuma', 'pemilu', 'kalau', 'ujung', 'satu']",1.0,positif
HalohoParl,@03__nakula Dan saya akan Jd golput klo pdip gabung ke si gemoy,@03__nakula Dan saya akan Jd golput klo pdip gabung ke si gemoy,@03__nakula dan saya akan jd golput klo pdip gabung ke si gemoy,dan saya akan jd golput klo pdip gabung ke si gemoy,"['dan', 'saya', 'akan', 'jd', 'golput', 'klo', 'pdip', 'gabung', 'ke', 'si', 'gemoy']","['dan', 'saya', 'akan', 'jadi', 'golput', 'kalau', 'pdip', 'gabung', 'ke', 'sih', 'gemoy']","['dan', 'saya', 'akan', 'jadi', 'golput', 'kalau', 'pdip', 'gabung', 'ke', 'sih', 'gemoy']","['golput', 'kalau', 'pdip', 'gabung', 'gemoy']",1.0,positif
carbs__,Pemikiran Acak (3) Dari semua capres dan cawapres gaada yang ideal untuk dipilih sama sekali tapi instead of golput dengan memilih kita bisa menyalurkan hak dan menyeleksi beberapa keburukan yang terjadi.,Pemikiran Acak (3) Dari semua capres dan cawapres gaada yang ideal untuk dipilih sama sekali tapi instead of golput dengan memilih kita bisa menyalurkan hak dan menyeleksi beberapa keburukan yang terjadi.,pemikiran acak (3) dari semua capres dan cawapres gaada yang ideal untuk dipilih sama sekali tapi instead of golput dengan memilih kita bisa menyalurkan hak dan menyeleksi beberapa keburukan yang terjadi.,pemikiran acak dari semua capres dan cawapres gaada yang ideal untuk dipilih sama sekali tapi instead of golput dengan memilih kita bisa menyalurkan hak dan menyeleksi beberapa keburukan yang terjadi,"['pemikiran', 'acak', 'dari', 'semua', 'capres', 'dan', 'cawapres', 'gaada', 'yang', 'ideal', 'untuk', 'dipilih', 'sama', 'sekali', 'tapi', 'instead', 'of', 'golput', 'dengan', 'memilih', 'kita', 'bisa', 'menyalurkan', 'hak', 'dan', 'menyeleksi', 'beberapa', 'keburukan', 'yang', 'terjadi']","['pemikiran', 'acak', 'dari', 'semua', 'capres', 'dan', 'cawapres', 'enggak ada', 'yang', 'ideal', 'untuk', 'dipilih', 'sama', 'sekali', 'tapi', 'instead', 'of', 'golput', 'dengan', 'memilih', 'kita', 'bisa', 'menyalurkan', 'hak', 'dan', 'menyeleksi', 'beberapa', 'keburukan', 'yang', 'terjadi']","['pikir', 'acak', 'dari', 'semua', 'capres', 'dan', 'cawapres', 'enggak ada', 'yang', 'ideal', 'untuk', 'pilih', 'sama', 'sekali', 'tapi', 'instead', 'of', 'golput', 'dengan', 'pilih', 'kita', 'bisa', 'salur', 'hak', 'dan', 'seleksi', 'beberapa', 'keburu', 'yang', 'jadi']","['pikir', 'acak', 'semua', 'capres', 'cawapres', 'enggak ada', 'ideal', 'pilih', 'sekali', 'instead', 'of', 'golput', 'pilih', 'salur', 'hak', 'seleksi', 'beberapa', 'keburu']",0.0,netral
granitegraphite,@didiborkids @moridhwans @Pemiluco emg bisa liat dimana % yang golput dan suara tidak sah dari progress 66% ini ?,@didiborkids @moridhwans @Pemiluco emg bisa liat dimana % yang golput dan suara tidak sah dari progress 66% ini ?,@didiborkids @moridhwans @pemiluco emg bisa liat dimana % yang golput dan suara tidak sah dari progress 66% ini ?,emg bisa liat dimana yang golput dan suara tidak sah dari progress ini,"['emg', 'bisa', 'liat', 'dimana', 'yang', 'golput', 'dan', 'suara', 'tidak', 'sah', 'dari', 'progress', 'ini']","['memang', 'bisa', 'lihat', 'dimana', 'yang', 'golput', 'dan', 'suara', 'tidak', 'sah', 'dari', 'progress', 'ini']","['memang', 'bisa', 'lihat', 'mana', 'yang', 'golput', 'dan', 'suara', 'tidak', 'sah', 'dari', 'progress', 'ini']","['memang', 'lihat', 'mana', 'golput', 'suara', 'tidak', 'sah', 'progress']",0.8,positif
AdityaDenyAndr1,@sosmedkeras Banyak yg golput di daerah saya dikarenakan tidak mengenal calon tersebut,@sosmedkeras Banyak yg golput di daerah saya dikarenakan tidak mengenal calon tersebut,@sosmedkeras banyak yg golput di daerah saya dikarenakan tidak mengenal calon tersebut,banyak yg golput di daerah saya dikarenakan tidak mengenal calon tersebut,"['banyak', 'yg', 'golput', 'di', 'daerah', 'saya', 'dikarenakan', 'tidak', 'mengenal', 'calon', 'tersebut']","['banyak', 'yang', 'golput', 'di', 'daerah', 'saya', 'dikarenakan', 'tidak', 'mengenal', 'calon', 'tersebut']","['banyak', 'yang', 'golput', 'di', 'daerah', 'saya', 'karena', 'tidak', 'kenal', 'calon', 'sebut']","['banyak', 'golput', 'daerah', 'tidak', 'kenal', 'calon', 'sebut']",1.8,positif
blueminttsdp,@NanaOchaz @kmsmgtt @tamerlane9470 @mamahanifrifki @ghamaaara trus kalo 02 menang untung jg ga mbak? kan mbak blg golput.,@NanaOchaz @kmsmgtt @tamerlane9470 @mamahanifrifki @ghamaaara trus kalo 02 menang untung jg ga mbak? kan mbak blg golput.,@nanaochaz @kmsmgtt @tamerlane9470 @mamahanifrifki @ghamaaara trus kalo 02 menang untung jg ga mbak? kan mbak blg golput.,trus kalo menang untung jg ga mbak kan mbak blg golput,"['trus', 'kalo', 'menang', 'untung', 'jg', 'ga', 'mbak', 'kan', 'mbak', 'blg', 'golput']","['terus', 'kalo', 'menang', 'untung', 'juga', 'tidak', 'mbak', 'kan', 'mbak', 'bilang', 'golput']","['terus', 'kalo', 'menang', 'untung', 'juga', 'tidak', 'mbak', 'kan', 'mbak', 'bilang', 'golput']","['terus', 'kalo', 'menang', 'untung', 'tidak', 'mbak', 'mbak', 'bilang', 'golput']",2.8,positif
RiceBoy1994,@convomfs Udah bener golput seumur hidup kayak Saya,@convomfs Udah bener golput seumur hidup kayak Saya,@convomfs udah bener golput seumur hidup kayak saya,udah bener golput seumur hidup kayak saya,"['udah', 'bener', 'golput', 'seumur', 'hidup', 'kayak', 'saya']","['sudah', 'benar', 'golput', 'seumur', 'hidup', 'kayak', 'saya']","['sudah', 'benar', 'golput', 'umur', 'hidup', 'kayak', 'saya']","['benar', 'golput', 'umur', 'hidup', 'kayak']",2.0,positif
arifin130194,@EdhunMr Ya gak harus seratus persen. Wong aku aja golput kok..,@EdhunMr Ya gak harus seratus persen. Wong aku aja golput kok..,@edhunmr ya gak harus seratus persen. wong aku aja golput kok..,ya gak harus seratus persen wong aku aja golput kok,"['ya', 'gak', 'harus', 'seratus', 'persen', 'wong', 'aku', 'aja', 'golput', 'kok']","['iya', 'enggak', 'harus', 'seratus', 'persen', 'wong', 'saya', 'saja', 'golput', 'kok']","['iya', 'enggak', 'harus', 'ratus', 'persen', 'wong', 'saya', 'saja', 'golput', 'kok']","['enggak', 'ratus', 'persen', 'wong', 'golput', 'kok']",1.0,positif
kupicat,@blno1_kmuno2 @Vkiiieee @eviraniw @switchsord @myhachima @veenarooth Lah emng golput kok jdi lu yg sok tau wkwkwk,@blno1_kmuno2 @Vkiiieee @eviraniw @switchsord @myhachima @veenarooth Lah emng golput kok jdi lu yg sok tau wkwkwk,@blno1_kmuno2 @vkiiieee @eviraniw @switchsord @myhachima @veenarooth lah emng golput kok jdi lu yg sok tau wkwkwk,lah emng golput kok jdi lu yg sok tau wkwkwk,"['lah', 'emng', 'golput', 'kok', 'jdi', 'lu', 'yg', 'sok', 'tau', 'wkwkwk']","['lah', 'memang', 'golput', 'kok', 'jadi', 'lu', 'yang', 'sok', 'tau', 'wkwkwk']","['lah', 'memang', 'golput', 'kok', 'jadi', 'lu', 'yang', 'sok', 'tau', 'wkwkwk']","['lah', 'memang', 'golput', 'kok', 'sok', 'tau', 'wkwkwk']",0.0,netral
anthonysimo2,Jika ada putaran ke 2 #GanjarMahfud tidak di ikutkan saya lebih baik GOLPUT Karena suara 03 yg paling di curangi baik dari surat suara hoax gorengan isu macem2 intimidasi dll . Pasutri Ndut Freya Cepu Tahanan https://t.co/3pPkfwvyKY,Jika ada putaran ke 2 #GanjarMahfud tidak di ikutkan saya lebih baik GOLPUT Karena suara 03 yg paling di curangi baik dari surat suara hoax gorengan isu macem2 intimidasi dll . Pasutri Ndut Freya Cepu Tahanan https://t.co/3pPkfwvyKY,jika ada putaran ke 2 #ganjarmahfud tidak di ikutkan saya lebih baik golput karena suara 03 yg paling di curangi baik dari surat suara hoax gorengan isu macem2 intimidasi dll . pasutri ndut freya cepu tahanan https://t.co/3ppkfwvyky,jika ada putaran ke ganjarmahfud tidak di ikutkan saya lebih baik golput karena suara yg paling di curangi baik dari surat suara hoax gorengan isu macem intimidasi dll pasutri ndut freya cepu tahanan,"['jika', 'ada', 'putaran', 'ke', 'ganjarmahfud', 'tidak', 'di', 'ikutkan', 'saya', 'lebih', 'baik', 'golput', 'karena', 'suara', 'yg', 'paling', 'di', 'curangi', 'baik', 'dari', 'surat', 'suara', 'hoax', 'gorengan', 'isu', 'macem', 'intimidasi', 'dll', 'pasutri', 'ndut', 'freya', 'cepu', 'tahanan']","['jika', 'ada', 'putaran', 'ke', 'ganjarmahfud', 'tidak', 'di', 'ikutkan', 'saya', 'lebih', 'baik', 'golput', 'karena', 'suara', 'yang', 'paling', 'di', 'curangi', 'baik', 'dari', 'surat', 'suara', 'hoax', 'gorengan', 'isu', 'macam', 'intimidasi', 'dll', 'pasutri', 'gendut', 'freya', 'cepu', 'tahanan']","['jika', 'ada', 'putar', 'ke', 'ganjarmahfud', 'tidak', 'di', 'ikut', 'saya', 'lebih', 'baik', 'golput', 'karena', 'suara', 'yang', 'paling', 'di', 'curang', 'baik', 'dari', 'surat', 'suara', 'hoax', 'goreng', 'isu', 'macam', 'intimidasi', 'dll', 'pasutri', 'gendut', 'freya', 'cepu', 'tahan']","['putar', 'ganjarmahfud', 'tidak', 'ikut', 'baik', 'golput', 'suara', 'paling', 'curang', 'baik', 'surat', 'suara', 'hoax', 'goreng', 'isu', 'macam', 'intimidasi', 'pasutri', 'gendut', 'freya', 'cepu', 'tahan']",-4.2,negatif
sikcool,@umbuster @PartaiSocmed Ooo jadi pemikiran orang yg golput gitu toh... Maaf aja kalo saya ga paham.. ,@umbuster @PartaiSocmed Ooo jadi pemikiran orang yg golput gitu toh... Maaf aja kalo saya ga paham.. ,@umbuster @partaisocmed ooo jadi pemikiran orang yg golput gitu toh... maaf aja kalo saya ga paham.. ,ooo jadi pemikiran orang yg golput gitu toh maaf aja kalo saya ga paham,"['ooo', 'jadi', 'pemikiran', 'orang', 'yg', 'golput', 'gitu', 'toh', 'maaf', 'aja', 'kalo', 'saya', 'ga', 'paham']","['ooo', 'jadi', 'pemikiran', 'orang', 'yang', 'golput', 'begitu', 'toh', 'maaf', 'saja', 'kalo', 'saya', 'tidak', 'paham']","['ooo', 'jadi', 'pikir', 'orang', 'yang', 'golput', 'begitu', 'toh', 'maaf', 'saja', 'kalo', 'saya', 'tidak', 'paham']","['ooo', 'pikir', 'orang', 'golput', 'maaf', 'kalo', 'tidak', 'paham']",1.8,positif
blueminttsdp,@kmsmgtt @NanaOchaz @tamerlane9470 @mamahanifrifki @ghamaaara saya tahu saya dari debat capres 1 jg bingung pilih siapa. tp saya lebih fokus ke gagasan masing paslon. diluar soal gimmick framing narasi+pendukung cringe masing paslon. daripada saya golput lalu disalahgunakan oleh yg lain. saya memilih yg jelek diantara yg terjelek,@kmsmgtt @NanaOchaz @tamerlane9470 @mamahanifrifki @ghamaaara saya tahu saya dari debat capres 1 jg bingung pilih siapa. tp saya lebih fokus ke gagasan masing paslon. diluar soal gimmick framing narasi+pendukung cringe masing paslon. daripada saya golput lalu disalahgunakan oleh yg lain. saya memilih yg jelek diantara yg terjelek,@kmsmgtt @nanaochaz @tamerlane9470 @mamahanifrifki @ghamaaara saya tahu saya dari debat capres 1 jg bingung pilih siapa. tp saya lebih fokus ke gagasan masing paslon. diluar soal gimmick framing narasi+pendukung cringe masing paslon. daripada saya golput lalu disalahgunakan oleh yg lain. saya memilih yg jelek diantara yg terjelek,saya tahu saya dari debat capres jg bingung pilih siapa tp saya lebih fokus ke gagasan masing paslon diluar soal gimmick framing narasipendukung cringe masing paslon daripada saya golput lalu disalahgunakan oleh yg lain saya memilih yg jelek diantara yg terjelek,"['saya', 'tahu', 'saya', 'dari', 'debat', 'capres', 'jg', 'bingung', 'pilih', 'siapa', 'tp', 'saya', 'lebih', 'fokus', 'ke', 'gagasan', 'masing', 'paslon', 'diluar', 'soal', 'gimmick', 'framing', 'narasipendukung', 'cringe', 'masing', 'paslon', 'daripada', 'saya', 'golput', 'lalu', 'disalahgunakan', 'oleh', 'yg', 'lain', 'saya', 'memilih', 'yg', 'jelek', 'diantara', 'yg', 'terjelek']","['saya', 'tahu', 'saya', 'dari', 'debat', 'capres', 'juga', 'bingung', 'pilih', 'siapa', 'tapi', 'saya', 'lebih', 'fokus', 'ke', 'gagasan', 'masing', 'paslon', 'diluar', 'soal', 'gimmick', 'framing', 'narasipendukung', 'cringe', 'masing', 'paslon', 'daripada', 'saya', 'golput', 'lalu', 'disalahgunakan', 'oleh', 'yang', 'lain', 'saya', 'memilih', 'yang', 'jelek', 'diantara', 'yang', 'terjelek']","['saya', 'tahu', 'saya', 'dari', 'debat', 'capres', 'juga', 'bingung', 'pilih', 'siapa', 'tapi', 'saya', 'lebih', 'fokus', 'ke', 'gagas', 'masing', 'paslon', 'luar', 'soal', 'gimmick', 'framing', 'narasipendukung', 'cringe', 'masing', 'paslon', 'daripada', 'saya', 'golput', 'lalu', 'disalahgunakan', 'oleh', 'yang', 'lain', 'saya', 'pilih', 'yang', 'jelek', 'antara', 'yang', 'jelek']","['tahu', 'debat', 'capres', 'bingung', 'pilih', 'siapa', 'fokus', 'gagas', 'masing', 'paslon', 'luar', 'soal', 'gimmick', 'framing', 'narasipendukung', 'cringe', 'masing', 'paslon', 'golput', 'lalu', 'disalahgunakan', 'pilih', 'jelek', 'jelek']",-5.0,negatif
